,POSTS,PREPROCESSED_POSTS,LUBIE_TO,SUPER,TRZYMAJ_SIE,HAHA,WOW,PRZYKRO_MI,WRR,ALL_REACTIONS,COMMENTS,POLARITY,SUBJECTIVITY,SIMILARITY_TO_BEST,POSTS_LENGTH,POSTS_SENTIMENT,TWENTY_REACTS_BAYES,FIFTY_REACTS_BAYES,HUNDRED_REACTS_BAYES,TWO_HUNDRED_REACTS_BAYES
39," Chłopaki mam mały problem,mianowicie chodzi o to ze poddałem moje włosy 3razy zabiegowi trwałej,problem polega na tym ze z włosów zrobiło się można powiedzieć siano,wypadają w masowych ilościach,są ostre w dotyku i generalnie wrażenie jakby były spalone. Żadna odżywka mi w tym nie pomaga ani nic i generalnie jest to mega utrapienie,stad nie wiem co robić,czy ściąć to na buzz cut (będzie mi trochę szkoda,bo mega mi się podobają wygladowo),czy rozprostować je i po prostu jebnac mostowiaka,czy może ktoś zna jakieś magiczne olejki,wcierki itp. Narazie najbliżej jestem decyzji ścięcia tego i pozwolenia im naturalnie odrosnąć,ale chciałbym poznać wasze zdanie.",chłopak mieć mały problem mianowicie chodzić poddać włos zabieg trwały problem polegać włos zrobić powiedzieć siano wypadać masowy ilość ostry dotyk generalnie wrażenie spalony odżywka pomagać generalnie mega utrapienie stad wiedzieć robić ściąć buzz cut trochę szkoda mega podobać rozprostować prosty jebnac mostowiaka móc znać jakieś magiczny olejek wcierka itp narazie blisko decyzja ścięcie pozwolenie naturalnie odrosnąć chcieć poznać zdanie,1,0,4,0,0,0,0,5,22,0.0,0.0,0.9067763891160797,124,0.6000000000000001,0,0,0,0
40," 100randek Siema, w mój związek wpadła rutyna i ogólne nic nie robienie kiedy wiedzę się ze swoją kobietą. Kiedyś słyszałem o takim plakacie gdzie pod zdrapką były różne pomysły na spędzenie czasu ze swoją partnerką. Na allegro kosztuje to ok. 70zł. Ale przecież możemy zrobić coś takiego sami. ZA DARMO. Chciałbym wykorzystać ten post, żeby było nam łatwiej (nam, czyli chłopakom, którzy mają podobny problem albo taki problem będą mieli) stworzyć coś na wzór tego plakatu. Gdyby każdy z nas sypnąby jednym pomysłem uzbierało by się naprawdę sporo rzeczy, które można by było urozmaicić swój związek. Coś w stylu wspólnego zjedzenia kebaba z piwem nad drogą szybkiego ruchu, popatrzenie na samochody, posłuchanie ich szumu. Może być każdy pomysł. Im więcej tym lepiej. Zapraszam do zabawy. Buziaki, pa.",siema związka wpaść rutyna ogólny robienie wiedza swoją kobieta kiedyś słyszeć takim plakata zdrapka różny pomysł spędzenie czas swoją partnerka allegro kosztować móc zrobić takiego darmo chcieć wykorzystać posta łatwo chłopak mieć podobny problem problem mieć stworzyć wzór plakat sypnąby pomysł uzbierać naprawdę sporo rzecz urozmaicić swój związka stylo wspólny zjedzenie kebab piwo droga szybki rucho popatrzyć samochód posłuchanie szum móc pomysł zapraszać zabawa buziak pa,107,68,0,0,0,0,0,178,126,0.25,0.25,0.8844599514397203,151,1.0,0,1,0,0
41," Siema chłopy zmieniał ktoś z was kierunek studiów na pierwszym roku, po semestrze zimowym? Ciężko przechodzi czy raczej jest luz? Fajnie by było jakbyście opisali swoje procesy zmiany kierunków",siema chłopy zmieniać kierunek studium pierwszy rok semestr zimowy ciężko przechodzić raczej luza fajnie jakbyście opisać proces zmiana kierunek,6,0,2,0,0,0,0,8,7,0.0,0.0,0.8223643479638242,33,0.5,0,0,0,0
42," sylwester drugapołówka razem vs oddzielnie Czy uważacie, że spędzenie sylwestra z drugą połówką na dwóch różnych imprezach (oddzielnie) to coś złego strasznego niedopuszczalnego?",sylwester drugapołówka vs oddzielnie uważać spędzenie sylwester drugi połówka różny impreza oddzielnie zły straszny niedopuszczalnego,3,0,0,0,0,0,0,3,61,0.0,0.0,0.7891393873497283,28,1.0,0,0,0,0
43," buty Ej chłopaki pomóżcie. Dzisiaj byłem na potężnych zakupach ciuchowych, po odwiedzeniu 10 sklepów stwierdziłem, że czas na buty zimowe. Jestem trochę jak Kartky w jednym ze swoich numerów kupiłem buty na lato i śmigam w nich tak drugą zimę. Zawsze olewałem zimę i chodzilem w letnich sneakersach ale postanowiłem to zmienić, mam natomiast jeden problem nie podobają mi się żadne zimowe buty, chciałbym żeby wyglądały jak letnie (bardziej sportowo) ale były ciepłe jak zimowe. Polecicie coś do około 4 stów?",buta ej chłopak pomóc potężny zakupy ciuchowy odwiedzenie sklep stwierdzić czas buta zimowy trochę kartky swoich numer kupić buta lato śmigać drugi zima olewać zima chodzilem letni sneakersach postanowić zmienić mieć problem podobać zimowy buta chcieć wyglądać letni sportowo ciepły zimowy polecić stówa,13,7,0,0,0,0,0,20,98,0.0,0.0,0.8311145301618713,93,1.0,0,0,0,0
44," Halko halko, patrzyłem lupkę, ale znajdywało mi stare rzeczy, a być może są już jakieś nowe sposoby lub zmienił się trendy na lepsze. Chciałbym zapuścić takie włosy, jestem jak by w połowie, bardziej 1 3 ... ale nie są takie puszyste jak u właśnie Zach Jobe DonutMedia (youtube) . jakie produkty polecacie? Również chyba pojawiają mi się zakola, to może uratuję to czymś innym niż przeszczep xD",halko halko patrzyć lupkę znajdywać stary rzecz móc jakieś nowy zmienić trend dobry chcieć zapuścić włos połów puszysty Zacha jobe donutmedia youtube produkt polecać chyba pojawiać zakole uratować czymś przeszczep xd,5,6,0,0,0,0,0,11,39,0.6,0.9,0.85930145453257,78,1.0,0,0,0,0
45," Siemka panowie, jakie rzeczy do jedzenia bierzecie ze sobą do pracy? Prawdopodobnie dostałem pracę od 7 do 15 i zastanawiałem się czy znacie jakieś przepisy lub tutoriale na yt, że można sobie przygotować coś na kilka najbliższych dni, wjebać do lodówki i rano tylko wziąć ze sobą? Najlepiej nie za miliony monet.",Siemek rzecz jedzenie brać praca prawdopodobnie dostać praca zastanawiać znać jakieś przepis tutoriale yt przygotować bliski dzień wjebać lodówka rano wziąć milion moneta,3,0,0,0,0,0,0,3,48,0.0,0.0,0.7938925010558981,59,1.0,0,0,0,0
46," Cześć chłopaki, czy jeśli przerwałbym teraz studia (I rok) to czy za rok mogę znów rekrutować na ten sam kierunek na I rok?",cześć chłopak przerwać studium rok rok móc rekrutować kierunek rok,0,0,0,0,0,0,0,0,8,0.0,0.0,0.5574224031830661,28,0.0,0,0,0,0
47, Siemka chłopy Chciałem zacząć ćwiczyć w domu i planowałem kupić jakiś zestaw hantli w ograniczonym budżecie tylko na jakiś czas zanim pójdę na siłke . Co myślicie o tym zestawie ? Dobry będzie na początek żeby trochę nabrać mięśni i sylwetkę zrobić ?,Siemek chłop chcieć zacząć ćwiczyć dom planować kupić zestaw hantle ograniczony budżet czas zanim pójść siłke myślić zestaw dobry początek trochę nabrać mięsień sylwetka zrobić,3,0,0,0,0,0,0,3,50,0.0,0.0,0.7748389901037306,44,1.0,0,0,0,0
48," Chłopaki, miałem dziś parkingowke z jakimś Gruzino Uberowcem, który ni chuja ni panimaju po Polsku ani Angielsku. Translatorem dogadaliśmy się na 500zl bo On nie potrafił nawet czytać zbytnio po Polsku wiec o oświadczeniu nie było mowy. I teraz, jeśli mam świadka w postaci dziewczyny, a On był sam to czy jeśli zgłosi mnie gdziekolwiek, że go walnąłem cofając to mam się o co martwić? Nie miałem tez jak spisać ugody ani umowy bo był totalny problem z komunikacją.",chłopaki mieć parkingowke jakimś gruzino uberowcem ni chuja ni panimaju polsku angielsku translator dogadać potrafić czytać zbytnio polsku wiece oświadczenie mowa mieć świadek postać dziewczyna zgłosić walnąć cofać mieć martwić mieć tez spisać ugoda umowa totalny problem komunikacja,14,0,6,0,0,0,0,20,41,0.0,0.0,0.8833514938693078,89,0.3999999999999999,0,0,0,0
49, od lysola Krystian Egzey : hej chlopaki czy jest cos co mi moze zadziala na wlosy i do konca grudnia troche ich urosnie.?? bo barber chyba zle zrozumial i za bardzo mnie skrocil. juz pod koniec zaczelismy razem z tego beke cisnac.,lysola Krystiana egzey hej chlopaki zadziala wlosy konca grudzień troche urosnie barber chyba zle zrozumial skrocil koniec zaczelismy razem beke cisnac,7,0,0,0,0,0,0,7,32,0.0,0.0,0.7855358683674439,48,1.0,0,0,0,0
50, Ej rozkmina ponownie Czy po lodzie z finiszem w ustach brzydzicie się całować ze swoją drugą połówką?,ej rozkmina ponownie lód finisz usta brzydzić całować swoją drugi połówka,7,0,0,0,0,0,0,7,91,0.0,0.0,0.7469534096835957,19,1.0,0,1,0,0
51," Pany czy mieliście kiedyś podczas biegania taki jebutny, ciągnący ból w piszczelach i czy jakoś sobie ewentualnie z tym poradziliście?",mieć kiedyś biegania jebutny ciągnący ból piszczel ewentualnie poradzić,7,0,0,0,0,0,0,7,22,0.0,0.0,0.8705484601999387,23,1.0,0,0,0,0
52," Hejka Przychodzę do was z dość specyficznym problemem dotyczącym mnie, choć ciężko będzie to ubrać w słowa to jakoś postaram sie opisać Od dłuższego czasu garnę wiedze na wszystkie tematy, uważam sie za dość inteligentną osobe i mam wiele zainteresowań Kocham psychologię i ludzkie uczucia, czasem poznawałem sie z ludźmi tylko byle im z czymś pomóć, chciałem jak najlepiej móc zrozumieć człowieka i jego istotę co mi sie myśle że udało. Mam smykałkę do tego i czasem aż za dobrze rozumiem drugą osobe czy zbyt precyzyjnie przewiduje efekt w danej relacji. Poza tym to nie sprawia mi nic w życiu jakiejś większej przyjemności prócz przysłowiowego rozpierdalania enemy w lolu, czy ćwiczeń nad sylwetką, no i jeszcze romans z kobietą.. czuje pustkę Pustkę bo nie wiem totalnie czym moge sie zajmować, po prostu mam mózg pełen motywacji do działań często a nie wiem na co ją przeznaczyć, z grona moich zainteresowań nie ma niczego co mnie jakoś bardziej interesuje że mógłbym tylko to robić, studiować w przyszłości. Czuje że mam zapał do garnięcia wiedzy i to robię ale po prostu nie wiem co tak bardziej mógłbym robić. Nie mam talentu żadnego (chyba) w którym bym sie od razu wyróżniał czy zainteresowania które od razu mógłbym grindować. Nieraz próbowałem z czymś ale odpuszczałem bo nie widziałem w tym sensu. Sens jest u mnie głównym czynnikiem który jednoznacznie określa czy coś będe robić czy nie, non stop go poszukuje w tym wszystkim. Moja motywacja zanika na przestrzeni godzin które poświęce na grę czy rozmyślanie przy muzyce lub ćwiczenia, od długiego czasu dalej nic sie nie zmienia. Nasuwa sie więc pytanie, czy ciągłe myślenie nad tym w czym miałbym sie spełniać jest odpowiednią drogą? Czy może płynąć wraz z wodą i improwizować? Patrze daleko w przyszłość i nie widzę jej u siebie. Mogę tryhardować pod sylwetke, pod kobiete marzeń, pod pieniądze nawet z grania w grę w którą lubię ale nie jestem w stanie znaleźć niczego co tak naprawde by mnie jakoś spełniało, że chciałbym to zgłębiać. Po prostu samospełnienia, samodoskonalenia. Czy istnieje na to jakieś rozwiązanie, jakaś rada czy to samo się pojawi z czasem? Mam 18 lat i czuje się jakbym miał kryzys życiowy. Mając wszystko mam tak naprawdę nic. Czy ktoś tak miał ma? Jestem otwarty do dyskusji",hejka przychodzić specyficzny problem dotyczącym ciężko ubrać słowo postarać opisać długi czas garna wiedza temat uważać inteligentny osobe mieć zainteresowanie kochać psychologia ludzki uczucie czas poznawać człowiek byle czymś pomóć chcieć móc zrozumieć człowiek istota myśle udać mieć smykałka czas rozumieć drugi osobe zbyt precyzyjnie przewidywać efekt dany relacja sprawiać życie jakiejś wielki przyjemność prócz przysłowiowy rozpierdalania enemy lolu ćwiczenie sylwetka romansa kobieta czuć pustka pustka wiedzieć totalnie czym moge zajmować prosty mieć mózg pełny motywacja działanie wiedzieć przeznaczyć grono moich zainteresowanie mieć niczego interesować móc robić studiować przyszłość czuć mieć zapał garnięcia wiedza robić prosty wiedzieć móc robić mieć talent żadnego chyba wyróżniać zainteresowanie móc grindować nieraz próbować czymś odpuszczać widzieć sens sens główny czynnik jednoznacznie określać będe robić non stop poszukiwać motywacja zanikać przestrzeń godzina poświęce gra rozmyślanie muzyka ćwiczenie długi czas zmieniać nasuwać pytanie ciągły myślenie czym mieć spełniać odpowiedni droga móc płynąć wraz woda improwizować patrze przyszłość widzieć siebie móc tryhardować sylwetke kobiete marzenie pieniądz granie gra którą lubić stań znaleźć niczego naprawde spełniać chcieć zgłębiać prosty samospełnienia samodoskonalenie istnieć jakieś rozwiązanie rada samo pojawić czas mieć rok czuć jakbym mieć kryzys życiowy mieć mieć naprawdę mieć mieć otwarty dyskusja,4,0,4,0,0,0,0,8,19,0.0,0.0,0.9324058440400147,416,0.0,0,0,0,0
53," święta prezenty Witam Panowie! Okres świątecznomikołajkowy zbliża się już wielkimi krokami. Macie już pomysły na prezenty dla swoich wybranek? Jeśli tak to chwalcie się co wymyśliliście, jeśli nie, to może znajdziecie inspirację dla siebie w komentarzach! Ja od siebie wstawiam misiowy kalendarz adwentowy i moją (chyba szczęśliwą) ukochaną",święto prezenta witać okres świątecznomikołajkowy zbliżać wielki krok mieć pomysł prezenta swoich wybranka chwalcie wymyślić znaleźć inspiracja siebie komentarz siebie wstawiać misiowy kalendarz adwentowy moją chyba szczęśliwy ukochany,7,7,0,0,0,0,0,14,13,0.0,0.0,0.8553395072908723,57,1.0,0,0,0,0
54," Siema chlopaki sytuacja.. Od 2 lat kupuje kobiecie misia na święta z TVN a teraz są tak cholernie nie dostępne, że nigdzie nie mogę ich w mojej okolicy wyrwać. Sprawa wygląda następująco.. Czy może ma ktoś z was blisko do jakiegoś Rossmana podbić jutro i zobaczyć, czy może u was nie ma. Jeżeli by był, to chętnie go odkupię za jakąś symboliczną flache z shipem czy coś. Dzięki bardzo i Miłego wieczoru wszystkim.",siema chlopaki sytuacja rok kupować kobieta miś święto tvn cholernie dostępny nigdzie móc mojej okolica wyrwać sprawa wyglądać następująco mieć blisko jakiegoś rossmana podbić jutro zobaczyć mieć chętnie odkupić jakąś symboliczny flache shipem dzięki miły wieczór,12,9,6,0,0,0,0,27,32,0.0,0.0,0.9138302541642183,85,0.5555555555555556,0,0,0,0
55," zerwanie związek Wiem, że temat był już przewijany tysiące razy na tej grupie. Dziś po raz piąty w życiu rozstałem się z dziewczyną, 3 zdrady, 2 brak tych samych uczuć względem niej do mnie, gdy już planowałem z nią coś więcej, to ona w 3 dni postanowiła zerwać. Wiem jak to wygląda, typu Chu z nią, wykorzystała Cię itp,itd. Ja naprawde miałem plany co do niej i zaufałem jej mimo tego co przeżyłem wcześniej... Mam pytanie do chłopaków, którzy mieli podobnie... Jak poradziliście sobie z dalszym normalnym funkcjonowaniem I życiem codziennym, bo ja przyznam, że aktualnie to tzw. Psycha sitting jak nigdy dotąd i nie chcę znów topić tego w alko. Dziekuję za uwagę",zerwanie związka wiedzieć temat przewijany tysiąc grupa piąty życie rozstać dziewczyna zdrada brak uczucie względem planować dzień postanowić zerwać wiedzieć wyglądać typ chu wykorzystać itp itd naprawde mieć plan zaufać przeżyć wcześnie mieć pytanie chłopak mieć podobnie poradzić daleki normalny funkcjonowanie życie codzienny przyznać aktualnie psycha sitting dotąd chcieć topić alka dziekuję uwaga,11,0,58,0,0,0,0,70,44,0.0,0.0,0.912078227333567,138,0.6571428571428573,0,1,1,0
56," Siema chlopy mam pytanko, iz mam dosyc ciezko sytuacje w rodzinie i po prostu nie umiem juz tak zyc. Planuje po skonczeniu 18stki (czyli w styczniu) wyprowadzic sie do babci, jestem uczniem 3 technikum logistycznego i sprawa wyglada tak. Czy da rade znalezc jakas robote gdzie podziele godziny szkoly jak i pracy by wyrobic sie w caly dzien ? Mial ktos taka sytuacje kiedys ? Z gory dzieki za pomoc",siema chlopy mieć pytanko mieć dosyc ciezko sytuacja rodzina prosty umieć zyc planować skonczeniu styczeń wyprowadzic babcia uczeń technikum logistyczny sprawa wyglada dać rade znalezc robote podziele godzina szkoly praca wyrobic dzien mial sytuacja kiedys gory dzieki pomoc,7,0,12,0,0,0,0,19,51,-0.5,1.0,0.7474347169131993,77,0.26315789473684204,0,0,0,0
57," Potrzebuje waszej pomocy Zastanawiam się nad wazektomią od jakiegoś czasu i potrzebuje za i przeciw. Jest tu może ktoś kto jej dokonał lub ma jakieś doświadczenie w tej kwestii? EDIT 1 jako że widze, że wspominacie o mojej partnerce, to ważne jest dość, że ona mniej więcej jest w wieku już teraz zachodzenia w ciążę (28 lat) a jest tak samo jak ja dość mocno nastawiona antynatalistycznie",potrzebować pomoc zastanawiać wazektomią jakiegoś czas potrzebować przeciw móc dokonać mieć jakieś doświadczenie kwestia edit widze wspominać mojej partnerka ważny wieko zachodzenia ciąża rok samo mocno nastawiona antynatalistycznie,0,1,0,0,0,0,0,1,78,0.0,0.0,0.8598819187347482,75,1.0,0,0,0,0
58," Panowie dostałem coś takiego jak pracowniczy przydział mobilizacyjny, ktoś jeszcze dostał i może się wypowiedzieć?",dostać takiego pracowniczy przydział mobilizacyjny dostać móc wypowiedzieć,0,0,0,0,0,0,0,0,9,0.0,0.0,0.8351406224473313,18,0.0,0,0,0,0
59, Panowie jak spędzacie sylwestra? Może czas spróbować czegoś nowego a ktoś podrzuci dobry pomysł,spędzać sylwester czas spróbować czegoś nowy podrzucić dobry pomysł,4,0,0,0,0,0,0,4,38,0.0,0.0,0.7991199601385465,16,1.0,0,0,0,0
